                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                 1.2506,                 0.6444,                 1.6455,                0.77141,                0.53047,                0.60377,                0.39789,                 2.6972,                 2.5961,                 2.0541,               0.008119,               0.008119,               0.008119
                     59,                 1.2899,                0.66104,                 1.6401,                0.74363,                0.54529,                0.60887,                 0.3974,                 2.6921,                 2.5426,                 2.0542,               0.008086,               0.008086,               0.008086
                     60,                 1.2541,                0.65325,                 1.6416,                0.74184,                0.56909,                0.61514,                0.40055,                 2.6852,                 2.3859,                 2.0696,               0.008053,               0.008053,               0.008053
                     61,                 1.2786,                0.64336,                 1.6399,                0.76947,                0.52575,                0.59591,                0.38354,                 2.6755,                 2.5781,                 2.0449,                0.00802,                0.00802,                0.00802
                     62,                 1.2693,                0.64422,                 1.6359,                0.75578,                0.54142,                 0.6156,                0.40439,                 2.6147,                 2.4638,                 2.0265,               0.007987,               0.007987,               0.007987
                     63,                 1.2486,                0.64192,                 1.6401,                0.76878,                0.56988,                0.63904,                0.42387,                 2.6037,                 2.3644,                 2.0514,               0.007954,               0.007954,               0.007954
                     64,                 1.2634,                0.64108,                 1.6434,                 0.7156,                0.55595,                0.60501,                0.39786,                  2.738,                  2.672,                 2.0619,               0.007921,               0.007921,               0.007921
                     65,                 1.2641,                 0.6471,                 1.6361,                0.76165,                0.53922,                0.60102,                0.39557,                 2.6597,                 2.3643,                 2.0334,               0.007888,               0.007888,               0.007888
                     66,                 1.2642,                0.63654,                 1.6365,                0.75999,                0.54885,                 0.6158,                 0.4036,                 2.6576,                 2.3419,                 2.0388,               0.007855,               0.007855,               0.007855
                     67,                 1.2807,                0.64158,                   1.64,                0.75091,                0.54174,                 0.6052,                0.39016,                 2.6929,                 2.4297,                 2.0515,               0.007822,               0.007822,               0.007822
                     68,                 1.2423,                0.63045,                 1.6372,                0.80242,                0.52131,                0.62289,                0.40297,                   2.69,                 2.3592,                 2.0398,               0.007789,               0.007789,               0.007789
                     69,                  1.242,                0.62589,                 1.6279,                0.75245,                0.54258,                0.60958,                0.39588,                 2.6618,                 2.3096,                 2.0343,               0.007756,               0.007756,               0.007756
                     70,                 1.2447,                0.62843,                  1.636,                0.79184,                0.53464,                0.62589,                0.40578,                 2.6435,                 2.2988,                 2.0466,               0.007723,               0.007723,               0.007723
                     71,                 1.2531,                0.63445,                 1.6344,                0.74697,                0.55684,                0.62387,                 0.4111,                 2.6254,                 2.3967,                 2.0386,                0.00769,                0.00769,                0.00769
                     72,                 1.2584,                0.63434,                 1.6383,                0.75521,                0.55595,                0.61719,                0.40119,                 2.6871,                 2.3289,                 2.0591,               0.007657,               0.007657,               0.007657
                     73,                 1.2351,                0.62544,                 1.6352,                0.77188,                0.54263,                 0.6231,                0.41311,                  2.638,                 2.4465,                 2.0425,               0.007624,               0.007624,               0.007624
                     74,                 1.2282,                0.62701,                 1.6357,                0.73247,                0.55329,                 0.6156,                0.40851,                 2.6544,                 2.3829,                 2.0432,               0.007591,               0.007591,               0.007591
                     75,                 1.2218,                0.61574,                 1.6313,                0.74275,                0.55684,                0.61237,                0.40133,                  2.625,                 2.4846,                 2.0365,               0.007558,               0.007558,               0.007558
                     76,                 1.2447,                0.63816,                  1.635,                0.77087,                0.55861,                0.63358,                0.41097,                 2.6402,                 2.2668,                 2.0315,               0.007525,               0.007525,               0.007525
                     77,                 1.2327,                0.62301,                 1.6364,                 0.7706,                0.54892,                0.62339,                0.40364,                 2.6602,                 2.2998,                 2.0486,               0.007492,               0.007492,               0.007492
                     78,                 1.2372,                0.62381,                 1.6356,                0.79436,                0.52487,                0.60645,                0.39915,                 2.6489,                  2.425,                 2.0376,               0.007459,               0.007459,               0.007459
                     79,                 1.2392,                0.62714,                 1.6362,                0.74433,                0.55848,                0.62083,                0.40666,                 2.6492,                 2.5681,                 2.0285,               0.007426,               0.007426,               0.007426
                     80,                 1.2311,                0.61805,                 1.6327,                 0.7678,                 0.5373,                0.61345,                0.40179,                 2.6349,                 2.4233,                 2.0301,               0.007393,               0.007393,               0.007393
                     81,                 1.2198,                0.60884,                 1.6368,                0.78365,                0.53464,                0.60732,                0.39705,                 2.6795,                 2.4927,                 2.0463,                0.00736,                0.00736,                0.00736
                     82,                 1.2071,                0.60271,                 1.6314,                0.72277,                0.58259,                0.61919,                 0.4007,                  2.653,                 2.4052,                 2.0297,               0.007327,               0.007327,               0.007327
                     83,                 1.2418,                0.61905,                 1.6352,                0.77568,                 0.5373,                0.60659,                0.39533,                 2.6616,                 2.4586,                 2.0335,               0.007294,               0.007294,               0.007294
                     84,                 1.2098,                0.61037,                 1.6292,                  0.808,                0.52753,                0.61425,                0.41017,                 2.6005,                 2.4691,                 2.0243,               0.007261,               0.007261,               0.007261
                     85,                 1.2282,                0.62095,                 1.6328,                 0.7597,                0.54174,                0.60814,                0.39818,                  2.663,                   2.54,                 2.0373,               0.007228,               0.007228,               0.007228
