                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                 2.0026,                 1.1821,                 1.7544,                0.84987,                0.27177,                0.30159,                0.18646,                 2.9582,                 2.5189,                 2.0647,               0.008086,               0.008086,               0.008086
                     60,                 1.9725,                 1.1697,                 1.7473,                0.86143,                0.27078,                0.29744,                0.18681,                 2.8458,                 2.4256,                 2.0366,               0.008053,               0.008053,               0.008053
                     61,                 1.9701,                 1.1591,                  1.756,                0.84389,                0.27167,                 0.2957,                0.18331,                 2.9037,                 2.5378,                 2.0341,                0.00802,                0.00802,                0.00802
                     62,                  1.967,                 1.1435,                 1.7557,                0.85074,                0.25693,                 0.2839,                0.17561,                 3.0032,                 2.7367,                  2.058,               0.007987,               0.007987,               0.007987
                     63,                 1.9371,                 1.1225,                 1.7442,                0.84804,                0.27659,                0.29613,                0.18195,                 2.9103,                 2.5205,                 2.0467,               0.007954,               0.007954,               0.007954
                     64,                 1.9156,                 1.1234,                 1.7477,                0.84671,                0.26363,                0.29596,                0.18483,                 2.8887,                 2.6172,                 2.0446,               0.007921,               0.007921,               0.007921
                     65,                 1.9364,                 1.1216,                 1.7438,                0.82566,                0.28642,                0.29381,                0.18558,                  2.879,                 2.4889,                 2.0499,               0.007888,               0.007888,               0.007888
                     66,                 1.9221,                 1.1196,                   1.74,                0.86111,                0.26603,                0.29027,                0.17571,                 2.9544,                 2.6115,                 2.0375,               0.007855,               0.007855,               0.007855
                     67,                 1.9112,                 1.1075,                 1.7373,                0.84911,                 0.2672,                 0.2885,                0.18294,                 2.8661,                 2.4986,                 2.0338,               0.007822,               0.007822,               0.007822
                     68,                 1.9024,                 1.1092,                 1.7359,                0.87358,                0.24978,                0.28419,                0.17574,                 2.9633,                 2.5587,                 2.0694,               0.007789,               0.007789,               0.007789
                     69,                 1.8769,                 1.0963,                 1.7344,                0.86267,                0.26899,                  0.305,                0.18668,                 2.9345,                 2.5811,                 2.0508,               0.007756,               0.007756,               0.007756
                     70,                 1.8697,                 1.0773,                 1.7318,                0.87502,                0.25207,                0.29516,                0.17758,                 2.9677,                 2.5501,                 2.0502,               0.007723,               0.007723,               0.007723
                     71,                 1.8919,                   1.09,                 1.7308,                0.87209,                0.25246,                0.29374,                0.18737,                 2.8025,                 2.5006,                 2.0139,                0.00769,                0.00769,                0.00769
                     72,                 1.8688,                 1.0958,                 1.7339,                0.88033,                0.26184,                0.29922,                0.19061,                 2.8184,                 2.4338,                  2.037,               0.007657,               0.007657,               0.007657
                     73,                 1.8578,                 1.0629,                   1.73,                0.86041,                 0.2672,                0.29545,                 0.1875,                 2.8327,                 2.5579,                  2.039,               0.007624,               0.007624,               0.007624
                     74,                 1.8217,                 1.0484,                 1.7247,                0.87231,                 0.2681,                0.31912,                0.20177,                 2.8094,                 2.4306,                  2.049,               0.007591,               0.007591,               0.007591
                     75,                 1.8229,                 1.0392,                  1.726,                0.85786,                0.25827,                0.29637,                0.18549,                 2.8846,                 2.6629,                 2.0523,               0.007558,               0.007558,               0.007558
                     76,                 1.8368,                  1.061,                 1.7288,                0.86777,                0.26586,                0.30153,                0.19204,                 2.8009,                 2.5166,                  2.036,               0.007525,               0.007525,               0.007525
                     77,                 1.8346,                 1.0609,                 1.7295,                0.85457,                0.26497,                0.29519,                0.18208,                 2.8772,                 2.5409,                  2.047,               0.007492,               0.007492,               0.007492
                     78,                 1.8376,                 1.0421,                 1.7246,                 0.8539,                0.27384,                0.30208,                0.19433,                 2.7359,                 2.4656,                 2.0183,               0.007459,               0.007459,               0.007459
                     79,                 1.8237,                 1.0334,                 1.7268,                0.85007,                0.27882,                0.30736,                0.19347,                 2.8491,                 2.5742,                 2.0429,               0.007426,               0.007426,               0.007426
                     80,                 1.8058,                 1.0312,                 1.7181,                0.87466,                0.25737,                0.29916,                0.19343,                 2.7727,                 2.5196,                 2.0351,               0.007393,               0.007393,               0.007393
                     81,                 1.7877,                  1.017,                 1.7229,                0.87093,                0.25737,                0.29186,                0.18539,                 2.8284,                 2.5892,                 2.0409,                0.00736,                0.00736,                0.00736
                     82,                 1.7829,                 1.0061,                 1.7183,                0.86005,                0.26899,                0.29862,                0.18668,                 2.8073,                 2.5174,                 2.0339,               0.007327,               0.007327,               0.007327
                     83,                 1.7941,                 1.0186,                 1.7154,                0.86456,                0.25738,                0.29048,                0.18052,                 2.8981,                 2.6802,                 2.0515,               0.007294,               0.007294,               0.007294
                     84,                 1.7918,                 1.0131,                 1.7205,                0.85633,                0.27346,                0.30813,                0.19731,                 2.7173,                 2.3608,                 2.0053,               0.007261,               0.007261,               0.007261
                     85,                 1.7628,                 1.0018,                 1.7173,                0.84567,                0.28222,                0.30337,                0.19222,                 2.7557,                 2.3379,                 2.0337,               0.007228,               0.007228,               0.007228
                     86,                 1.7864,                 1.0272,                 1.7215,                0.85211,                0.26899,                 0.2926,                0.18198,                 2.8215,                  2.608,                 2.0543,               0.007195,               0.007195,               0.007195
                     87,                 1.7735,                0.99713,                 1.7168,                0.85784,                0.26882,                0.30651,                0.19449,                 2.7482,                 2.6088,                 2.0206,               0.007162,               0.007162,               0.007162
                     88,                 1.7477,                0.98109,                 1.7126,                0.84282,                0.27256,                0.29822,                0.18857,                 2.8032,                  2.556,                 2.0418,               0.007129,               0.007129,               0.007129
                     89,                 1.7428,                0.99292,                 1.7119,                0.86089,                 0.2701,                  0.303,                0.19511,                 2.7112,                 2.5644,                 2.0102,               0.007096,               0.007096,               0.007096
                     90,                 1.7318,                0.98711,                 1.7145,                0.86907,                 0.2582,                0.29189,                0.18618,                 2.7805,                 2.5158,                 2.0288,               0.007063,               0.007063,               0.007063
                     91,                 1.7583,                0.99017,                 1.7134,                0.85393,                 0.2685,                0.30347,                0.19336,                 2.7915,                 2.4311,                  2.046,                0.00703,                0.00703,                0.00703
                     92,                 1.7156,                 0.9644,                 1.7063,                0.86339,                0.27927,                0.31007,                0.19887,                 2.7266,                  2.358,                 2.0283,               0.006997,               0.006997,               0.006997
                     93,                  1.725,                0.97757,                 1.7052,                0.85531,                0.26586,                0.30169,                0.19172,                 2.7633,                 2.6144,                 2.0307,               0.006964,               0.006964,               0.006964
                     94,                 1.7124,                0.97483,                 1.7069,                0.86783,                0.27614,                0.31659,                0.20192,                 2.7433,                 2.3906,                 2.0105,               0.006931,               0.006931,               0.006931
