                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                 1.1655,                 1.0225,                0.99397,                0.87225,                0.26988,                0.31221,                 0.2065,                 1.1708,                 1.0219,                 1.0216,                0.00307,                0.00307,                0.00307
                     72,                  1.118,                0.99982,                0.98579,                0.85693,                0.27756,                0.31201,                0.20749,                 1.1731,                 1.0455,                 1.0329,               0.002971,               0.002971,               0.002971
                     73,                 1.1505,                 1.0372,                  1.002,                0.85488,                0.27033,                0.31034,                0.20385,                 1.1731,                 1.0354,                 1.0269,               0.002872,               0.002872,               0.002872
                     74,                 1.1321,                  1.019,                0.99751,                0.84305,                 0.2803,                0.30938,                0.20479,                 1.1662,                 1.0267,                 1.0213,               0.002773,               0.002773,               0.002773
                     75,                 1.1249,                 1.0039,                0.98067,                0.84824,                0.27837,                0.31216,                0.20714,                 1.1613,                 1.0344,                 1.0245,               0.002674,               0.002674,               0.002674
                     76,                 1.1266,                0.99814,                 1.0028,                 0.8678,                  0.271,                0.31157,                0.20586,                 1.1891,                 1.0487,                 1.0332,               0.002575,               0.002575,               0.002575
                     77,                 1.1299,                 1.0144,                0.99561,                0.85115,                0.28672,                0.31768,                0.20905,                 1.1766,                 1.0038,                 1.0253,               0.002476,               0.002476,               0.002476
                     78,                 1.1198,                0.97807,                0.98449,                0.84213,                0.28731,                0.31337,                0.20609,                 1.1698,                 1.0117,                 1.0335,               0.002377,               0.002377,               0.002377
                     79,                 1.1204,                0.99688,                 0.9919,                0.84851,                0.28463,                0.31173,                0.20621,                 1.1542,                 1.0102,                 1.0254,               0.002278,               0.002278,               0.002278
                     80,                 1.1141,                0.98652,                0.98741,                0.85399,                0.28061,                 0.3117,                0.20483,                  1.163,                 1.0046,                 1.0264,               0.002179,               0.002179,               0.002179
                     81,                 1.1078,                0.98139,                0.98319,                0.87516,                0.26588,                0.30967,                 0.2065,                 1.1519,                  1.004,                 1.0289,                0.00208,                0.00208,                0.00208
                     82,                 1.0985,                0.97885,                 0.9921,                0.85224,                0.28284,                0.30951,                0.20684,                 1.1643,                 1.0248,                 1.0299,               0.001981,               0.001981,               0.001981
                     83,                 1.1121,                0.97826,                0.99037,                0.86002,                0.27748,                0.30986,                0.20644,                 1.1522,                 1.0047,                 1.0234,               0.001882,               0.001882,               0.001882
                     84,                 1.0952,                 0.9904,                0.98155,                0.85245,                0.28284,                0.31422,                0.20885,                 1.1411,                0.98381,                 1.0191,               0.001783,               0.001783,               0.001783
